id,block_height,sequence,memo,time_stamp,sender,receiver,chain,tx_hash,amount,denom,effected
000938DDC5639E51FBCB6F5808EB0EF8D3C03B7EA66FC19D7EFA3D572546E063-1,13818949,105952,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 15:13:12 GMT+0000 (GMT),terra1ajhn3sfkqpqydqz9jd6eg67jeq0pxtkzn9sula,axelar15daedqkhvt64jyldq5674058thgpdrue9rqn46,axelar-dojo-1,000938DDC5639E51FBCB6F5808EB0EF8D3C03B7EA66FC19D7EFA3D572546E063,600000000,transfer/channel-6/uusdc,0
000F5A99BC4826E116EFB746D00F0BDC4CF6E2AFA487FCE6FCDB3E380F0E8B13-1,13820302,106476,👾 Relayed by cosmosrescue.com | rly(2.5.2-28-gdf42391),Wed Jul 31 2024 17:25:44 GMT+0000 (GMT),terra1ajhn3sfkqpqydqz9jd6eg67jeq0pxtkzn9sula,axelar15daedqkhvt64jyldq5674058thgpdrue9rqn46,axelar-dojo-1,000F5A99BC4826E116EFB746D00F0BDC4CF6E2AFA487FCE6FCDB3E380F0E8B13,222000000,transfer/channel-6/uusdc,0
001954DBA1F03FA0EA0999B31FB0F2C25713B9F0F610FEED09919E84369959E6-1,13819760,106228,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 16:32:35 GMT+0000 (GMT),terra1ajhn3sfkqpqydqz9jd6eg67jeq0pxtkzn9sula,axelar15daedqkhvt64jyldq5674058thgpdrue9rqn46,axelar-dojo-1,001954DBA1F03FA0EA0999B31FB0F2C25713B9F0F610FEED09919E84369959E6,10000000,transfer/channel-6/uusdc,0
002397C4CAFD9CC9D85D8B372B7C0075B64AB479A254A27FE0867154000BEF5B-1,13811640,103865,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 03:16:18 GMT+0000 (GMT),terra1amwqv78sl0udfv73tptau9q87cyhx55rrvckwk,axelar1v6r5xx4eug7qanhedzj8r0zma42arckrx9de0r,axelar-dojo-1,002397C4CAFD9CC9D85D8B372B7C0075B64AB479A254A27FE0867154000BEF5B,100000000,transfer/channel-6/uusdc,0
002A719D0CF60AEA06072A1CCE9B4E8EA7179AB07B611BC443747EC51D2EA163-1,13850829,107861,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Fri Aug 02 2024 19:19:43 GMT+0000 (GMT),terra1gqen4nmatzkgemacvzvhcrmdm9dxp955ent90w,axelar1t5ha66sv755c3jgqlgl9qemmn63uvwlm8sn8p6,axelar-dojo-1,002A719D0CF60AEA06072A1CCE9B4E8EA7179AB07B611BC443747EC51D2EA163,2000000,transfer/channel-6/uusdc,0
0035E8E16D502D712025DC16A4B8D9F5DEF248EA831E0EDCC8C0EBF24B071D36-1,13815856,105354,rly(),Wed Jul 31 2024 10:10:34 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,0035E8E16D502D712025DC16A4B8D9F5DEF248EA831E0EDCC8C0EBF24B071D36,1000000,transfer/channel-6/uusdt,0
0060465E91C3AD75A344C4D51483FA135EFA3F4CC79B01458C2959A3C55E4B7F-1,13829410,107290,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Thu Aug 01 2024 08:17:09 GMT+0000 (GMT),terra1gxk6hzx3czyhd8e6yus4t6l7n3nmpxfxknlp3g,axelar1pwlqw8cnawgyga9u0egsa9plgmhxdllrhd5nk3,axelar-dojo-1,0060465E91C3AD75A344C4D51483FA135EFA3F4CC79B01458C2959A3C55E4B7F,91667405,transfer/channel-6/uusdc,0
006448CA4D858D43C8E6FAA3C3C998506B0987F2C70BC772956B4E28C13C5AB9-1,13820405,106505,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 17:35:49 GMT+0000 (GMT),terra15xvlat5k5gvsz52z6m2hkhpqlsqlen8lh8h5ex,axelar1fgkjezmhw4acr7wtzqwaym29zxpf3pk5rvmm565h3y4rjs6lcjrqe2v8sq,axelar-dojo-1,006448CA4D858D43C8E6FAA3C3C998506B0987F2C70BC772956B4E28C13C5AB9,7262497,transfer/channel-6/uusdc,0
006E6C6421C54698DA19FFF0BD3F635E8291A1F4C210419CFD78D544C9DC714C-1,13814727,104971,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 08:19:51 GMT+0000 (GMT),terra1k4xx25ux6u04wp2v9l5ms2m9ky3m7nf5jedmz8,axelar1q9zlz5t36veg0x27x70d88uz2z2mpzmm4jgw9q,axelar-dojo-1,006E6C6421C54698DA19FFF0BD3F635E8291A1F4C210419CFD78D544C9DC714C,215252983,transfer/channel-6/uusdc,0
006E6C6421C54698DA19FFF0BD3F635E8291A1F4C210419CFD78D544C9DC714C-2,13814727,104972,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 08:19:51 GMT+0000 (GMT),terra143kcg4pnlsrpmtjmkkz9kxymxwh6xew4q5gz96,axelar18jg2xgvqc4q38608k3yyynxa36q4dh8gx7pj9f,axelar-dojo-1,006E6C6421C54698DA19FFF0BD3F635E8291A1F4C210419CFD78D544C9DC714C,1025000000,transfer/channel-6/uusdc,0
007E6E38D2A4D8BB80A50D2C96808DA7BD7FED79823BA46F56C31EB5C96900B4-1,13817192,105527,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 12:21:20 GMT+0000 (GMT),terra1h0k59srhycz34jrltmef9l3u8u7ht28nxdyhvg,axelar1j5mzxyej2rk0v48exukax7tn2w9axq8j97st4z,axelar-dojo-1,007E6E38D2A4D8BB80A50D2C96808DA7BD7FED79823BA46F56C31EB5C96900B4,32253,transfer/channel-6/wbtc-satoshi,0
00A248AB5FBEA962C170682F798FE42DE1A47972094FE3ABA0F44AC18579599D-1,13817046,105503,rly(),Wed Jul 31 2024 12:06:58 GMT+0000 (GMT),terra1xu7ksvrl96g4jvekhfka9v8lkth2zlqwsqpswk,axelar1a7jn0l8lq5tgcazcxwlyu29y5m9rlk9v9h2dhh5xx7ph8uqej6ms64yn5k,axelar-dojo-1,00A248AB5FBEA962C170682F798FE42DE1A47972094FE3ABA0F44AC18579599D,658215572,transfer/channel-6/uusdc,0
00C87C7BD12C751FAF3B117152660AC5AE66D001B44210A18173890EBB8AD511-1,13815009,105086,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 08:47:32 GMT+0000 (GMT),terra1tct8cuv564a94m9pr5jjjcxvsqmnhg0s9t62jp,axelar1fe5h88wjlyay5qwj2kz230z5rwm5r9fl2u38u4,axelar-dojo-1,00C87C7BD12C751FAF3B117152660AC5AE66D001B44210A18173890EBB8AD511,1642380576,transfer/channel-6/uusdc,0
00D24DCC64633EB8E49D93E1DEC9E81CD9A1CBC9B13A9F554254BAE0F2D1F0E5-1,13824536,106949,Relayed with 💜 by Lavender.Five Nodes 🐝 | rly(2.5.2),Thu Aug 01 2024 00:20:13 GMT+0000 (GMT),terra14ksr7s5umvc9plkq8y9kgfpk5rqy760rg7f2mm,axelar1mnjxspfef5yr09x8j2tx98gl2rupw032kjgl5s,axelar-dojo-1,00D24DCC64633EB8E49D93E1DEC9E81CD9A1CBC9B13A9F554254BAE0F2D1F0E5,268401833,transfer/channel-6/uusdc,0
00D8F633E8B999DD25E59B91EB11A2BE9E05834100E5E5300FD8F7C1C77AB044-2,13677219,2134921,Inter Blockchain Services Relayer | hermes 1.9.0+a026d661 (https://hermes.informal.systems),Sun Jul 21 2024 22:45:10 GMT+0000 (GMT),axelar1ehgpg7qr72vglkaqvtc5uu3gfqkjfynmkdge2f,osmo1vkdakqqg5htq5c3wy2kj2geq536q665xdexrtjuwqckpads2c2nsvhhcyv,axelar-dojo-1,00D8F633E8B999DD25E59B91EB11A2BE9E05834100E5E5300FD8F7C1C77AB044,270,uaxl,0
00D8F76756B2E374B0E7CAB71078E95B362682B1CB59710FAAFFCA372C381A2F-1,13815531,105270,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 09:38:44 GMT+0000 (GMT),terra1aeuq5nxayphgk400jq0ush4jxfdp2uar5ut7hg,axelar1kfjtf7r594krs8zesf7zx6argu7wvw4l8z7h90,axelar-dojo-1,00D8F76756B2E374B0E7CAB71078E95B362682B1CB59710FAAFFCA372C381A2F,100000000,transfer/channel-6/uusdc,0
00D8F76756B2E374B0E7CAB71078E95B362682B1CB59710FAAFFCA372C381A2F-2,13815531,105271,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 09:38:44 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,00D8F76756B2E374B0E7CAB71078E95B362682B1CB59710FAAFFCA372C381A2F,1000000,transfer/channel-6/uusdt,0
00DA7794BFAC2FDDF6612F9FAB76362985698735B21435A884A045972AAB732E-1,13821700,106751,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 19:42:46 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,00DA7794BFAC2FDDF6612F9FAB76362985698735B21435A884A045972AAB732E,20000000,transfer/channel-6/uusdt,0
00E6F74DE3A0AC9B552DF278DA307EE847D834FF84BBB7045B7A596418793B3B-1,13894379,108402,Relayed with 💜 by Lavender.Five Nodes 🐝 | rly(2.5.2),Mon Aug 05 2024 18:23:37 GMT+0000 (GMT),terra1gqen4nmatzkgemacvzvhcrmdm9dxp955ent90w,axelar1t5ha66sv755c3jgqlgl9qemmn63uvwlm8sn8p6,axelar-dojo-1,00E6F74DE3A0AC9B552DF278DA307EE847D834FF84BBB7045B7A596418793B3B,449988331,transfer/channel-6/uusdc,0
00FA056EEA088E41CA648DE4856F5D750933ECE781C43BAE97F94E346ACDF9D1-1,13817065,105507,rly(),Wed Jul 31 2024 12:08:50 GMT+0000 (GMT),terra1ekntas3us2alhf4qwkzqj4tzg6v7tcx69h9auw,axelar1vpwn4cuapkh3xq5852x5vvmx35wzph6c3jldhf,axelar-dojo-1,00FA056EEA088E41CA648DE4856F5D750933ECE781C43BAE97F94E346ACDF9D1,110470864,transfer/channel-6/uusdt,0
00FB3581444B0BE95E4C7B2F34202D369A7FE6FFF44017E7C8BAB641E4918917-1,13886288,1319914,Inter Blockchain Services Relayer | hermes 1.10.1+7a67ac51 (https://hermes.informal.systems),Mon Aug 05 2024 05:09:55 GMT+0000 (GMT),osmo1kg47aw2002ghtge4zpveurlsa0m8s5ujrkw8fc,axelar1kg47aw2002ghtge4zpveurlsa0m8s5uj0rtl5t,axelar-dojo-1,00FB3581444B0BE95E4C7B2F34202D369A7FE6FFF44017E7C8BAB641E4918917,1077358,transfer/channel-208/wbtc-satoshi,0
00FB668F3369A2994C54BF2EDBFB07231618A7750B6E0F81BDDC609CA7855801-1,13818739,105856,rly(),Wed Jul 31 2024 14:52:39 GMT+0000 (GMT),terra14ksr7s5umvc9plkq8y9kgfpk5rqy760rg7f2mm,axelar12962z8sh6qwdfn6hvyjgzar2epymamc2rhnqyd0fmwqazgad3ehs7xy0wl,axelar-dojo-1,00FB668F3369A2994C54BF2EDBFB07231618A7750B6E0F81BDDC609CA7855801,268901833,transfer/channel-6/uusdc,0
00FB668F3369A2994C54BF2EDBFB07231618A7750B6E0F81BDDC609CA7855801-2,13818739,105857,rly(),Wed Jul 31 2024 14:52:39 GMT+0000 (GMT),terra1ajhn3sfkqpqydqz9jd6eg67jeq0pxtkzn9sula,axelar15daedqkhvt64jyldq5674058thgpdrue9rqn46,axelar-dojo-1,00FB668F3369A2994C54BF2EDBFB07231618A7750B6E0F81BDDC609CA7855801,100000000,transfer/channel-6/uusdc,0
0122A42B005490D0C89EA7E4CACB4B519AB9E6AF295842AFDD848D939F850220-1,13812768,104047,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 05:07:11 GMT+0000 (GMT),terra1h0k59srhycz34jrltmef9l3u8u7ht28nxdyhvg,axelar1j5mzxyej2rk0v48exukax7tn2w9axq8j97st4z,axelar-dojo-1,0122A42B005490D0C89EA7E4CACB4B519AB9E6AF295842AFDD848D939F850220,138953075,transfer/channel-6/uusdc,0
0122A42B005490D0C89EA7E4CACB4B519AB9E6AF295842AFDD848D939F850220-2,13812768,104048,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 05:07:11 GMT+0000 (GMT),terra1jl4gtx0n44ugvq4y50g94nvvdvfrl3vtkwuu56,axelar1spw7c7et7pf3w5g27nlssnc9h6u7zf2jepm6j4,axelar-dojo-1,0122A42B005490D0C89EA7E4CACB4B519AB9E6AF295842AFDD848D939F850220,19754041410,transfer/channel-6/uusdc,0
01280A01354A0178075E582DB88ED15CA504B2E040CCFC7DB71FC5DBB91E1481-1,13849556,107836,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Fri Aug 02 2024 17:14:39 GMT+0000 (GMT),terra1gqen4nmatzkgemacvzvhcrmdm9dxp955ent90w,axelar1t5ha66sv755c3jgqlgl9qemmn63uvwlm8sn8p6,axelar-dojo-1,01280A01354A0178075E582DB88ED15CA504B2E040CCFC7DB71FC5DBB91E1481,450000000,transfer/channel-6/uusdc,0
012DA0BAB39F8912E68A320408A340529C06C9A5BA1CA81EAA94E9804889EE09-1,13815573,105282,rly(),Wed Jul 31 2024 09:42:53 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,012DA0BAB39F8912E68A320408A340529C06C9A5BA1CA81EAA94E9804889EE09,1500000,transfer/channel-6/uusdc,0
0160FFF15B569A0D4390F7BC5B2384D79786DBD6497E97024FDCE3EC7C57D72D-1,13813316,104299,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 06:01:11 GMT+0000 (GMT),terra1jz2wmfvcudvkpdckzxjemy62852x5e4huf679q,axelar1dv4u5k73pzqrxlzujxg3qp8kvc3pje7jtdvu72npnt5zhq05ejcsn5qme5,axelar-dojo-1,0160FFF15B569A0D4390F7BC5B2384D79786DBD6497E97024FDCE3EC7C57D72D,11000000,transfer/channel-6/wbtc-satoshi,0
018F3E55E262899A8C5A6DB2036925E8546FBEF6FE1F19D9E3DCF3493CE75B8B-1,13820330,106486,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 17:28:29 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,018F3E55E262899A8C5A6DB2036925E8546FBEF6FE1F19D9E3DCF3493CE75B8B,300000000,transfer/channel-6/uusdc,0
0194D85DA45BE5C0B535FD4902B26CFF580723CDC6996421AA92051C99181D13-1,13814423,104784,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 07:50:01 GMT+0000 (GMT),terra1fmmw3dc2tyyczahumxrvhtqczntxxjaj863635,axelar1petrpa4jgcc0su7jrp7y7aqcnd2rpgdzkcqe4e,axelar-dojo-1,0194D85DA45BE5C0B535FD4902B26CFF580723CDC6996421AA92051C99181D13,7844873873,transfer/channel-6/uusdc,0
01B21CE10ACAC0B91B0DFEE1692BC0CBB2F71ACBE1FE67E572CB2BCC07FE49C7-1,13814675,104952,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 08:14:46 GMT+0000 (GMT),terra1k4xx25ux6u04wp2v9l5ms2m9ky3m7nf5jedmz8,axelar1q9zlz5t36veg0x27x70d88uz2z2mpzmm4jgw9q,axelar-dojo-1,01B21CE10ACAC0B91B0DFEE1692BC0CBB2F71ACBE1FE67E572CB2BCC07FE49C7,215252983,transfer/channel-6/uusdc,0
01B9EC0CD5C7173E83AB432D53AB96B44267535C89D11E8A1301B67F472BD358-1,13820472,106517,👾 Relayed by cosmosrescue.com | rly(2.5.2-28-gdf42391),Wed Jul 31 2024 17:42:22 GMT+0000 (GMT),terra1cvh74c7xvpkn2ye9c74x98pyklzq835zkn7ths,axelar1dv4u5k73pzqrxlzujxg3qp8kvc3pje7jtdvu72npnt5zhq05ejcsn5qme5,axelar-dojo-1,01B9EC0CD5C7173E83AB432D53AB96B44267535C89D11E8A1301B67F472BD358,102000000,transfer/channel-6/uusdc,0
01BA9EAEC4D6195322EC30D0E862E70ED86ADFFB44CE80163E5D91B6A71495A0-1,13818220,105692,rly(),Wed Jul 31 2024 14:01:53 GMT+0000 (GMT),terra12r0eugdhgzzjp4g37mwvd6udj97r3zjyvkmqvn,axelar17m6wmurxlqa3sn93rujvn9y0n9u8y6wuymhetn,axelar-dojo-1,01BA9EAEC4D6195322EC30D0E862E70ED86ADFFB44CE80163E5D91B6A71495A0,17000000,transfer/channel-6/uusdc,0
01C52E56E090C63B825D561D44141352FC049D475B2B77F79FFC0725679B448D-1,13810714,103813,👾 Relayed by cosmosrescue.com | rly(2.5.2-28-gdf42391),Wed Jul 31 2024 01:45:16 GMT+0000 (GMT),terra1azcd5fhpnpwq8xd3xxhrj59nnv6mp47807f4d5,axelar1fux8zgjs3kulek569jqlqvmyen622suz506qh6,axelar-dojo-1,01C52E56E090C63B825D561D44141352FC049D475B2B77F79FFC0725679B448D,518571471,transfer/channel-6/uusdc,0
01C753E05118D58B710534C98BEB4EF689C0A3904530306DFE5B808444F13D06-1,13879563,108250,Relayed with 💜 by Lavender.Five Nodes 🐝 | rly(2.5.2),Sun Aug 04 2024 18:10:41 GMT+0000 (GMT),terra16smvyxwrrvfy8utsepvfufe5ne8f7atkd4kk4n,axelar1vyeu5ragd53huewj7x44vaq4gvq4shhrp7y6fm,axelar-dojo-1,01C753E05118D58B710534C98BEB4EF689C0A3904530306DFE5B808444F13D06,1000000,transfer/channel-6/uusdt,0
01D87B91849EFC69333F5D453E3283BF23EC840C5976EB7589B086E1EDF686A4-1,13816694,105449,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 11:32:32 GMT+0000 (GMT),terra1zstf4e0au48fy56kkztsfea2m4fl4nd040etn8,axelar1d8hpnwpz8kxaf5f5uut8kzrlfshm0u50k946zt,axelar-dojo-1,01D87B91849EFC69333F5D453E3283BF23EC840C5976EB7589B086E1EDF686A4,109369,transfer/channel-6/wbtc-satoshi,0
01EC99A13363EE020AEB1D2A98FDF38957D76791F1C54371BE50EAA6A498A792-1,13817311,105555,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 12:32:58 GMT+0000 (GMT),terra17j647jarlmdvq7685pfm6ey8cqw28n6706qfh9,axelar1cy5mg3rmu70yu62acfc50fec45g7k79zd34cyz,axelar-dojo-1,01EC99A13363EE020AEB1D2A98FDF38957D76791F1C54371BE50EAA6A498A792,600000000,transfer/channel-6/uusdc,0
01F386ADAD2FF12249B2B2D71F12C48BF7DD8F03C2A97DBDFE743ED91F8BF964-1,13812452,103952,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 04:36:06 GMT+0000 (GMT),terra1jl4gtx0n44ugvq4y50g94nvvdvfrl3vtkwuu56,axelar1spw7c7et7pf3w5g27nlssnc9h6u7zf2jepm6j4,axelar-dojo-1,01F386ADAD2FF12249B2B2D71F12C48BF7DD8F03C2A97DBDFE743ED91F8BF964,8243721489,transfer/channel-6/uusdc,0
020257208687E62C7111A9EF9D0A7803835272E911EE4F857B72E4FC42A538F4-1,13813982,104622,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 07:06:46 GMT+0000 (GMT),terra1y5c8z3jadfel60d47t7p8dr5lwp6thc43qq2t9,axelar1y5c8z3jadfel60d47t7p8dr5lwp6thc4n2vzzy,axelar-dojo-1,020257208687E62C7111A9EF9D0A7803835272E911EE4F857B72E4FC42A538F4,25279529,transfer/channel-6/uusdt,0
020257208687E62C7111A9EF9D0A7803835272E911EE4F857B72E4FC42A538F4-2,13813982,104623,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 07:06:46 GMT+0000 (GMT),terra12t7ejzc89sk67cxvtfe6yct2ta8xudppkdayt6,axelar1u3g4rhmr29qgz5fqtjl98xeua4r7k0t4fedmgc,axelar-dojo-1,020257208687E62C7111A9EF9D0A7803835272E911EE4F857B72E4FC42A538F4,1118710743,transfer/channel-6/uusdc,0
021F12215A0228575D708B9280F05C9905CCB7E6C29E5A49A585EF1EEC0DDE5A-1,13814612,104910,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 08:08:34 GMT+0000 (GMT),terra143kcg4pnlsrpmtjmkkz9kxymxwh6xew4q5gz96,axelar1tcvc6ckyj0sv3lrrxcxh3vs9kfefwcrxn2m3dlx0vezqk8yxfl5sa975e4,axelar-dojo-1,021F12215A0228575D708B9280F05C9905CCB7E6C29E5A49A585EF1EEC0DDE5A,1025760000,transfer/channel-6/uusdc,0
021F40CF35F1756D8752EDBFD19B407BC0A24C33ADAB2202E94C565CD7611CD1-1,13865310,108083,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Sat Aug 03 2024 18:57:58 GMT+0000 (GMT),terra1g6ykcx9xzyljgj2xnlll4deftjenvv365c43cp,axelar1npxuk4c30xm3q27lyx24vvrhqzm089wdf33rhz,axelar-dojo-1,021F40CF35F1756D8752EDBFD19B407BC0A24C33ADAB2202E94C565CD7611CD1,88000000,transfer/channel-6/uusdc,0
0237721F74653CD778E50E6978D7D5F4FCD33D3D17589A1AC9849A727449620A-1,13832384,107407,Relayed with 💜 by Lavender.Five Nodes 🐝 | rly(2.5.2),Thu Aug 01 2024 13:09:16 GMT+0000 (GMT),terra14ksr7s5umvc9plkq8y9kgfpk5rqy760rg7f2mm,axelar1mnjxspfef5yr09x8j2tx98gl2rupw032kjgl5s,axelar-dojo-1,0237721F74653CD778E50E6978D7D5F4FCD33D3D17589A1AC9849A727449620A,268001833,transfer/channel-6/uusdc,0
0250A66E51E3D7982867DEACB66142AF0F193A3BB581AEB3334C2D2CC9A6E5C0-1,13815766,105342,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 10:01:46 GMT+0000 (GMT),terra1aeuq5nxayphgk400jq0ush4jxfdp2uar5ut7hg,axelar1jeq86amja0ukm3xd4w4ru07j5e48zag5vz22r64mfrt02j9kt6tq3mytf2,axelar-dojo-1,0250A66E51E3D7982867DEACB66142AF0F193A3BB581AEB3334C2D2CC9A6E5C0,13000000,transfer/channel-6/uusdc,0
02642836D863201BA7D2A39A33640DD65899085F7E6526E6873CB97157464F91-1,13813187,104243,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 05:48:27 GMT+0000 (GMT),terra1n3ayt8z0a07qwnf6ml9rapkh0754hmdhasuwkw,axelar1e7qywrkqam9rxy5fjg9l5vtnxt5vc6r4dg8583,axelar-dojo-1,02642836D863201BA7D2A39A33640DD65899085F7E6526E6873CB97157464F91,86314867,transfer/channel-6/uusdc,0
02642836D863201BA7D2A39A33640DD65899085F7E6526E6873CB97157464F91-2,13813187,104244,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 05:48:27 GMT+0000 (GMT),terra16xpn26v7j4d9vl93x4rfy87dk5x6aste7xpgua,axelar1jv4rzkavvlm7rennpltlhqunucyhe0w87vam7a,axelar-dojo-1,02642836D863201BA7D2A39A33640DD65899085F7E6526E6873CB97157464F91,629045506,transfer/channel-6/uusdc,0
0281A8B914CCA77539A7C8C3DA543218FAAE192F289C4C0E0E914A72FE174F29-1,13838769,107643,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Thu Aug 01 2024 23:35:25 GMT+0000 (GMT),terra18h7ld57f9whrmwktmz5pecd2pnf9kfqa5n2skp,axelar1dultlt37nav8y6l96y5tzq3ghz7mfr3l8l5h8n,axelar-dojo-1,0281A8B914CCA77539A7C8C3DA543218FAAE192F289C4C0E0E914A72FE174F29,5000000,transfer/channel-6/uusdc,0
028EA0D5D44694E93FB865F585B09945733013402EDD3B858B94E022B627359D-2,13634919,1302583,Relayed by Validatrium.com | hermes 1.10.0+fc998de (https://hermes.informal.systems),Fri Jul 19 2024 01:07:27 GMT+0000 (GMT),osmo15jw7xccxaxk30lf4xgag8f7aeg53pgkh74e39rv00xfnymldjaas2fk627,axelar1dv4u5k73pzqrxlzujxg3qp8kvc3pje7jtdvu72npnt5zhq05ejcsn5qme5,axelar-dojo-1,028EA0D5D44694E93FB865F585B09945733013402EDD3B858B94E022B627359D,3319672,transfer/channel-208/uusdc,0
029C0D969F9AAC8D8075D6C3A14A1730934D8824F5C0C1A800AFFB91E93820A2-1,13813111,104220,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 05:40:58 GMT+0000 (GMT),terra122mqfm3f69x5cn5uer909j2hdzj399qszgdtd4,axelar1n2270jpgecxxfffkucfnyp0zffeh4h07k90c70,axelar-dojo-1,029C0D969F9AAC8D8075D6C3A14A1730934D8824F5C0C1A800AFFB91E93820A2,242000000,transfer/channel-6/uusdc,0
02BCCEBC1E0BFDEECE2B20CB2A73140708260B49C64496BD4C3CF4B19069810E-1,13817868,105637,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Wed Jul 31 2024 13:27:23 GMT+0000 (GMT),terra13h0nw8974js08h0egj6lxw7utdqu5gw5d7tn0v,axelar1ysn4ck2wjud5qc6rs9epjcr62y8zv3h88hmq9y,axelar-dojo-1,02BCCEBC1E0BFDEECE2B20CB2A73140708260B49C64496BD4C3CF4B19069810E,155358684,transfer/channel-6/uusdc,0
02BE574AA2F1F893E0B28C9CF078AF79515755A441BC3F73E8774A45327FAEC4-1,13813748,104497,Relayed by cosmosrescue.com | hermes 1.9.0 (https://hermes.informal.systems),Wed Jul 31 2024 06:43:49 GMT+0000 (GMT),terra1kkalkv9jc86l709q0c38mjwexaepj354rd8a05,axelar1kkalkv9jc86l709q0c38mjwexaepj354p8t4x4,axelar-dojo-1,02BE574AA2F1F893E0B28C9CF078AF79515755A441BC3F73E8774A45327FAEC4,10000000,transfer/channel-6/uusdc,0
02C63385A202832393C176EB0EE143044E0C7F22DE5CE7E76B774F957B6285F2-1,13850487,107853,Terraform Labs | hermes 1.10.0+fc998de (https://hermes.informal.systems),Fri Aug 02 2024 18:46:06 GMT+0000 (GMT),terra1gqen4nmatzkgemacvzvhcrmdm9dxp955ent90w,axelar1t5ha66sv755c3jgqlgl9qemmn63uvwlm8sn8p6,axelar-dojo-1,02C63385A202832393C176EB0EE143044E0C7F22DE5CE7E76B774F957B6285F2,40000000,transfer/channel-6/uusdc,0
